Time@[Altitude (Baro-Ft-AGL)],[Altitude (Baro-Ft-AGL)],bILBA,Time@[Velocity (Accel-Ft/Sec)],[Velocity (Accel-Ft/Sec)],bILBA
,,119.479,-1.#QNAN,b1101
,,119.481,-1.#QNAN,b1101
,,119.484,-1.#QNAN,b1101
,,119.486,-1.#QNAN,b1101
,,119.489,-1.#QNAN,b1101
,,119.491,-1.#QNAN,b1101
,,119.494,-1.#QNAN,b1101
,,119.496,-1.#QNAN,b1101
,,119.499,-1.#QNAN,b1101
,,119.501,-1.#QNAN,b1101
,,119.504,-1.#QNAN,b1101
,,119.506,-1.#QNAN,b1101
,,119.509,-1.#QNAN,b1101
,,119.511,-1.#QNAN,b1101
,,119.514,-1.#QNAN,b1101
,,119.516,-1.#QNAN,b1101
,,119.519,-1.#QNAN,b1101
,,119.521,-1.#QNAN,b1101
,,119.524,-1.#QNAN,b1101
,,119.526,-1.#QNAN,b1101
,,119.529,-1.#QNAN,b1101
,,119.531,-1.#QNAN,b1101
,,119.534,-1.#QNAN,b1101
,,119.536,-1.#QNAN,b1101
,,119.539,-1.#QNAN,b1101
,,119.541,-1.#QNAN,b1101
,,119.544,-1.#QNAN,b1101
,,119.546,-1.#QNAN,b1101
,,119.549,-1.#QNAN,b1101
,,119.551,-1.#QNAN,b1101
,,119.554,-1.#QNAN,b1101
,,119.556,-1.#QNAN,b1101
,,119.559,-1.#QNAN,b1101
,,119.561,-1.#QNAN,b1101
,,119.564,-1.#QNAN,b1101
,,119.566,-1.#QNAN,b1101
,,119.569,-1.#QNAN,b1101
,,119.571,-1.#QNAN,b1101
,,119.574,-1.#QNAN,b1101
,,119.576,-1.#QNAN,b1101
,,119.579,-1.#QNAN,b1101
,,119.581,-1.#QNAN,b1101
,,119.584,-1.#QNAN,b1101
,,119.586,-1.#QNAN,b1101
,,119.589,-1.#QNAN,b1101
,,119.591,-1.#QNAN,b1101
,,119.594,-1.#QNAN,b1101
,,119.596,-1.#QNAN,b1101
,,119.599,-1.#QNAN,b1101
,,119.601,-1.#QNAN,b1101
,,119.604,-1.#QNAN,b1101
,,119.606,-1.#QNAN,b1101
,,119.609,-1.#QNAN,b1101
,,119.611,-1.#QNAN,b1101
,,119.614,-1.#QNAN,b1101
,,119.616,-1.#QNAN,b1101
,,119.619,-1.#QNAN,b1101
,,119.621,-1.#QNAN,b1101
,,119.624,-1.#QNAN,b1101
,,119.626,-1.#QNAN,b1101
,,119.629,-1.#QNAN,b1101
,,119.631,-1.#QNAN,b1101
,,119.634,-1.#QNAN,b1101
,,119.636,-1.#QNAN,b1101
,,119.639,-1.#QNAN,b1101
,,119.641,-1.#QNAN,b1101
,,119.644,-1.#QNAN,b1101
,,119.646,-1.#QNAN,b1101
,,119.649,-1.#QNAN,b1101
,,119.651,-1.#QNAN,b1101
,,119.654,-1.#QNAN,b1101
,,119.656,-1.#QNAN,b1101
,,119.659,-1.#QNAN,b1101
,,119.661,-1.#QNAN,b1101
,,119.664,-1.#QNAN,b1101
,,119.666,-1.#QNAN,b1101
,,119.669,-1.#QNAN,b1101
,,119.671,-1.#QNAN,b1101
,,119.674,-1.#QNAN,b1101
,,119.676,-1.#QNAN,b1101
,,119.679,-1.#QNAN,b1101
,,119.681,-1.#QNAN,b1101
,,119.684,-1.#QNAN,b1101
,,119.686,-1.#QNAN,b1101
,,119.689,-1.#QNAN,b1101
,,119.691,-1.#QNAN,b1101
,,119.694,-1.#QNAN,b1101
,,119.696,-1.#QNAN,b1101
,,119.699,-1.#QNAN,b1101
,,119.701,-1.#QNAN,b1101
,,119.704,-1.#QNAN,b1101
,,119.706,-1.#QNAN,b1101
,,119.709,-1.#QNAN,b1101
,,119.711,-1.#QNAN,b1101
,,119.714,-1.#QNAN,b1101
,,119.716,-1.#QNAN,b1101
,,119.719,-1.#QNAN,b1101
,,119.721,-1.#QNAN,b1101
,,119.724,-1.#QNAN,b1101
,,119.726,-1.#QNAN,b1101
,,119.729,-1.#QNAN,b1101
,,119.731,-1.#QNAN,b1101
,,119.734,-1.#QNAN,b1101
,,119.736,-1.#QNAN,b1101
,,119.739,-1.#QNAN,b1101
,,119.741,-1.#QNAN,b1101
,,119.744,-1.#QNAN,b1101
,,119.746,-1.#QNAN,b1101
,,119.749,-1.#QNAN,b1101
,,119.751,-1.#QNAN,b1101
,,119.754,-1.#QNAN,b1101
,,119.756,-1.#QNAN,b1101
,,119.759,-1.#QNAN,b1101
,,119.761,-1.#QNAN,b1101
,,119.764,-1.#QNAN,b1101
,,119.766,-1.#QNAN,b1101
,,119.769,-1.#QNAN,b1101
,,119.771,-1.#QNAN,b1101
,,119.774,-1.#QNAN,b1101
,,119.776,-1.#QNAN,b1101
,,119.779,-1.#QNAN,b1101
,,119.781,-1.#QNAN,b1101
,,119.784,-1.#QNAN,b1101
,,119.786,-1.#QNAN,b1101
,,119.789,-1.#QNAN,b1101
,,119.791,-1.#QNAN,b1101
,,119.794,-1.#QNAN,b1101
,,119.796,-1.#QNAN,b1101
,,119.799,-1.#QNAN,b1101
,,119.801,-1.#QNAN,b1101
,,119.804,-1.#QNAN,b1101
,,119.806,-1.#QNAN,b1101
,,119.809,-1.#QNAN,b1101
,,119.811,-1.#QNAN,b1101
,,119.814,-1.#QNAN,b1101
,,119.816,-1.#QNAN,b1101
,,119.819,-1.#QNAN,b1101
,,119.821,-1.#QNAN,b1101
,,119.824,-1.#QNAN,b1101
,,119.826,-1.#QNAN,b1101
,,119.829,-1.#QNAN,b1101
,,119.831,-1.#QNAN,b1101
,,119.834,-1.#QNAN,b1101
,,119.836,-1.#QNAN,b1101
,,119.839,-1.#QNAN,b1101
,,119.841,-1.#QNAN,b1101
,,119.844,-1.#QNAN,b1101
,,119.846,-1.#QNAN,b1101
,,119.849,-1.#QNAN,b1101
,,119.851,-1.#QNAN,b1101
,,119.854,-1.#QNAN,b1101
,,119.856,-1.#QNAN,b1101
,,119.859,-1.#QNAN,b1101
,,119.861,-1.#QNAN,b1101
,,119.864,-1.#QNAN,b1101
,,119.866,-1.#QNAN,b1101
,,119.869,-1.#QNAN,b1101
,,119.871,-1.#QNAN,b1101
,,119.874,-1.#QNAN,b1101
,,119.876,-1.#QNAN,b1101
,,119.879,-1.#QNAN,b1101
,,119.881,-1.#QNAN,b1101
,,119.884,-1.#QNAN,b1101
,,119.886,-1.#QNAN,b1101
,,119.889,-1.#QNAN,b1101
,,119.891,-1.#QNAN,b1101
,,119.894,-1.#QNAN,b1101
,,119.896,-1.#QNAN,b1101
,,119.899,-1.#QNAN,b1101
,,119.901,-1.#QNAN,b1101
,,119.904,-1.#QNAN,b1101
,,119.906,-1.#QNAN,b1101
,,119.909,-1.#QNAN,b1101
,,119.911,-1.#QNAN,b1101
,,119.914,-1.#QNAN,b1101
,,119.916,-1.#QNAN,b1101
,,119.919,-1.#QNAN,b1101
,,119.921,-1.#QNAN,b1101
,,119.924,-1.#QNAN,b1101
,,119.926,-1.#QNAN,b1101
,,119.929,-1.#QNAN,b1101
,,119.931,-1.#QNAN,b1101
,,119.934,-1.#QNAN,b1101
,,119.936,-1.#QNAN,b1101
,,119.939,-1.#QNAN,b1101
,,119.941,-1.#QNAN,b1101
,,119.944,-1.#QNAN,b1101
,,119.946,-1.#QNAN,b1101
,,119.949,-1.#QNAN,b1101
,,119.951,-1.#QNAN,b1101
,,119.954,-1.#QNAN,b1101
,,119.956,-1.#QNAN,b1101
,,119.959,-1.#QNAN,b1101
,,119.961,-1.#QNAN,b1101
,,119.964,-1.#QNAN,b1101
,,119.966,-1.#QNAN,b1101
,,119.969,-1.#QNAN,b1101
,,119.971,-1.#QNAN,b1101
,,119.974,-1.#QNAN,b1101
,,119.976,-1.#QNAN,b1101
,,119.979,-1.#QNAN,b1101
,,119.981,-1.#QNAN,b1101
,,119.984,-1.#QNAN,b1101
,,119.986,-1.#QNAN,b1101
,,119.989,-1.#QNAN,b1101
,,119.991,-1.#QNAN,b1101
,,119.994,-1.#QNAN,b1101
,,119.996,-1.#QNAN,b1101
,,119.999,-1.#QNAN,b1101
,,120.001,-1.#QNAN,b1101
,,120.004,-1.#QNAN,b1101
,,120.006,-1.#QNAN,b1101
,,120.009,-1.#QNAN,b1101
,,120.011,-1.#QNAN,b1101
,,120.014,-1.#QNAN,b1101
,,120.016,-1.#QNAN,b1101
,,120.019,-1.#QNAN,b1101
,,120.021,-1.#QNAN,b1101
,,120.024,-1.#QNAN,b1101
,,120.026,-1.#QNAN,b1101
,,120.029,-1.#QNAN,b1101
,,120.031,-1.#QNAN,b1101
,,120.034,-1.#QNAN,b1101
,,120.036,-1.#QNAN,b1101
,,120.039,-1.#QNAN,b1101
,,120.041,-1.#QNAN,b1101
,,120.044,-1.#QNAN,b1101
,,120.046,-1.#QNAN,b1101
,,120.049,-1.#QNAN,b1101
,,120.051,-1.#QNAN,b1101
,,120.054,-1.#QNAN,b1101
,,120.056,-1.#QNAN,b1101
,,120.059,-1.#QNAN,b1101
,,120.061,-1.#QNAN,b1101
,,120.064,-1.#QNAN,b1101
,,120.066,-1.#QNAN,b1101
,,120.069,-1.#QNAN,b1101
,,120.071,-1.#QNAN,b1101
,,120.074,-1.#QNAN,b1101
,,120.076,-1.#QNAN,b1101
,,120.079,-1.#QNAN,b1101
,,120.081,-1.#QNAN,b1101
,,120.084,-1.#QNAN,b1101
,,120.086,-1.#QNAN,b1101
,,120.089,-1.#QNAN,b1101
,,120.091,-1.#QNAN,b1101
,,120.094,-1.#QNAN,b1101
,,120.096,-1.#QNAN,b1101
,,120.099,-1.#QNAN,b1101
,,120.101,-1.#QNAN,b1101
,,120.104,-1.#QNAN,b1101
,,120.106,-1.#QNAN,b1101
,,120.109,-1.#QNAN,b1101
,,120.111,-1.#QNAN,b1101
,,120.114,-1.#QNAN,b1101
,,120.116,-1.#QNAN,b1101
,,120.119,-1.#QNAN,b1101
,,120.121,-1.#QNAN,b1101
,,120.124,-1.#QNAN,b1101
,,120.126,-1.#QNAN,b1101
,,120.129,-1.#QNAN,b1101
,,120.131,-1.#QNAN,b1101
,,120.134,-1.#QNAN,b1101
,,120.136,-1.#QNAN,b1101
,,120.139,-1.#QNAN,b1101
,,120.141,-1.#QNAN,b1101
,,120.144,-1.#QNAN,b1101
,,120.146,-1.#QNAN,b1101
,,120.149,-1.#QNAN,b1101
,,120.151,-1.#QNAN,b1101
,,120.154,-1.#QNAN,b1101
,,120.156,-1.#QNAN,b1101
,,120.159,-1.#QNAN,b1101
,,120.161,-1.#QNAN,b1101
,,120.164,-1.#QNAN,b1101
,,120.166,-1.#QNAN,b1101
,,120.169,-1.#QNAN,b1101
,,120.171,-1.#QNAN,b1101
,,120.174,-1.#QNAN,b1101
,,120.176,-1.#QNAN,b1101
,,120.179,-1.#QNAN,b1101
,,120.181,-1.#QNAN,b1101
,,120.184,-1.#QNAN,b1101
,,120.186,-1.#QNAN,b1101
,,120.189,-1.#QNAN,b1101
,,120.191,-1.#QNAN,b1101
,,120.194,-1.#QNAN,b1101
,,120.196,-1.#QNAN,b1101
,,120.199,-1.#QNAN,b1101
,,120.201,-1.#QNAN,b1101
,,120.204,-1.#QNAN,b1101
,,120.206,-1.#QNAN,b1101
,,120.209,-1.#QNAN,b1101
,,120.211,-1.#QNAN,b1101
,,120.214,-1.#QNAN,b1101
,,120.216,-1.#QNAN,b1101
,,120.219,-1.#QNAN,b1101
,,120.221,-1.#QNAN,b1101
,,120.224,-1.#QNAN,b1101
,,120.226,-1.#QNAN,b1101
,,120.229,-1.#QNAN,b1101
,,120.231,-1.#QNAN,b1101
,,120.234,-1.#QNAN,b1101
,,120.236,-1.#QNAN,b1101
,,120.239,-1.#QNAN,b1101
,,120.241,-1.#QNAN,b1101
,,120.244,-1.#QNAN,b1101
,,120.246,-1.#QNAN,b1101
,,120.249,-1.#QNAN,b1101
,,120.251,-1.#QNAN,b1101
,,120.254,-1.#QNAN,b1101
,,120.256,-1.#QNAN,b1101
,,120.259,-1.#QNAN,b1101
,,120.261,-1.#QNAN,b1101
,,120.264,-1.#QNAN,b1101
,,120.266,-1.#QNAN,b1101
,,120.269,-1.#QNAN,b1101
,,120.271,-1.#QNAN,b1101
,,120.274,-1.#QNAN,b1101
,,120.276,-1.#QNAN,b1101
,,120.279,-1.#QNAN,b1101
,,120.281,-1.#QNAN,b1101
,,120.284,-1.#QNAN,b1101
,,120.286,-1.#QNAN,b1101
,,120.289,-1.#QNAN,b1101
,,120.291,-1.#QNAN,b1101
,,120.294,-1.#QNAN,b1101
,,120.296,-1.#QNAN,b1101
,,120.299,-1.#QNAN,b1101
,,120.301,-1.#QNAN,b1101
,,120.304,-1.#QNAN,b1101
,,120.306,-1.#QNAN,b1101
,,120.309,-1.#QNAN,b1101
,,120.311,-1.#QNAN,b1101
,,120.314,-1.#QNAN,b1101
,,120.316,-1.#QNAN,b1101
,,120.319,-1.#QNAN,b1101
,,120.321,-1.#QNAN,b1101
,,120.324,-1.#QNAN,b1101
,,120.326,-1.#QNAN,b1101
,,120.329,-1.#QNAN,b1101
,,120.331,-1.#QNAN,b1101
,,120.334,-1.#QNAN,b1101
,,120.336,-1.#QNAN,b1101
,,120.339,-1.#QNAN,b1101
,,120.341,-1.#QNAN,b1101
,,120.344,-1.#QNAN,b1101
,,120.346,-1.#QNAN,b1101
,,120.349,-1.#QNAN,b1101
,,120.351,-1.#QNAN,b1101
,,120.354,-1.#QNAN,b1101
,,120.356,-1.#QNAN,b1101
,,120.359,-1.#QNAN,b1101
,,120.361,-1.#QNAN,b1101
,,120.364,-1.#QNAN,b1101
,,120.366,-1.#QNAN,b1101
,,120.369,-1.#QNAN,b1101
,,120.371,-1.#QNAN,b1101
,,120.374,-1.#QNAN,b1101
,,120.376,-1.#QNAN,b1101
,,120.379,-1.#QNAN,b1101
,,120.381,-1.#QNAN,b1101
,,120.384,-1.#QNAN,b1101
,,120.386,-1.#QNAN,b1101
,,120.389,-1.#QNAN,b1101
,,120.391,-1.#QNAN,b1101
,,120.394,-1.#QNAN,b1101
,,120.396,-1.#QNAN,b1101
,,120.399,-1.#QNAN,b1101
,,120.401,-1.#QNAN,b1101
,,120.404,-1.#QNAN,b1101
,,120.406,-1.#QNAN,b1101
,,120.409,-1.#QNAN,b1101
,,120.411,-1.#QNAN,b1101
,,120.414,-1.#QNAN,b1101
,,120.416,-1.#QNAN,b1101
,,120.419,-1.#QNAN,b1101
,,120.421,-1.#QNAN,b1101
,,120.424,-1.#QNAN,b1101
,,120.426,-1.#QNAN,b1101
,,120.429,-1.#QNAN,b1101
,,120.431,-1.#QNAN,b1101
,,120.434,-1.#QNAN,b1101
,,120.436,-1.#QNAN,b1101
,,120.439,-1.#QNAN,b1101
,,120.441,-1.#QNAN,b1101
,,120.444,-1.#QNAN,b1101
,,120.446,-1.#QNAN,b1101
,,120.449,-1.#QNAN,b1101
,,120.451,-1.#QNAN,b1101
,,120.454,-1.#QNAN,b1101
,,120.456,-1.#QNAN,b1101
,,120.459,-1.#QNAN,b1101
,,120.461,-1.#QNAN,b1101
,,120.464,-1.#QNAN,b1101
,,120.466,-1.#QNAN,b1101
,,120.469,-1.#QNAN,b1101
,,120.471,-1.#QNAN,b1101
,,120.474,-1.#QNAN,b1101
,,120.476,-1.#QNAN,b1101
,,120.479,-1.#QNAN,b1101
,,120.481,-1.#QNAN,b1101
,,120.484,-1.#QNAN,b1101
,,120.486,-1.#QNAN,b1101
,,120.489,-1.#QNAN,b1101
,,120.491,-1.#QNAN,b1101
,,120.494,-1.#QNAN,b1101
,,120.496,-1.#QNAN,b1101
,,120.499,-1.#QNAN,b1101
,,120.501,-1.#QNAN,b1101
,,120.504,-1.#QNAN,b1101
,,120.506,-1.#QNAN,b1101
,,120.509,-1.#QNAN,b1101
,,120.511,-1.#QNAN,b1101
,,120.514,-1.#QNAN,b1101
,,120.516,-1.#QNAN,b1101
,,120.519,-1.#QNAN,b1101
,,120.521,-1.#QNAN,b1101
,,120.524,-1.#QNAN,b1101
,,120.526,-1.#QNAN,b1101
,,120.529,-1.#QNAN,b1101
,,120.531,-1.#QNAN,b1101
,,120.534,-1.#QNAN,b1101
,,120.536,-1.#QNAN,b1101
,,120.539,-1.#QNAN,b1101
,,120.541,-1.#QNAN,b1101
,,120.544,-1.#QNAN,b1101
,,120.546,-1.#QNAN,b1101
,,120.549,-1.#QNAN,b1101
,,120.551,-1.#QNAN,b1101
,,120.554,-1.#QNAN,b1101
,,120.556,-1.#QNAN,b1101
,,120.559,-1.#QNAN,b1101
,,120.561,-1.#QNAN,b1101
,,120.564,-1.#QNAN,b1101
,,120.566,-1.#QNAN,b1101
,,120.569,-1.#QNAN,b1101
,,120.571,-1.#QNAN,b1101
,,120.574,-1.#QNAN,b1101
,,120.576,-1.#QNAN,b1101
,,120.579,-1.#QNAN,b1101
,,120.581,-1.#QNAN,b1101
,,120.584,-1.#QNAN,b1101
,,120.586,-1.#QNAN,b1101
,,120.589,-1.#QNAN,b1101
,,120.591,-1.#QNAN,b1101
,,120.594,-1.#QNAN,b1101
,,120.596,-1.#QNAN,b1101
,,120.599,-1.#QNAN,b1101
,,120.601,-1.#QNAN,b1101
,,120.604,-1.#QNAN,b1101
,,120.606,-1.#QNAN,b1101
,,120.609,-1.#QNAN,b1101
,,120.611,-1.#QNAN,b1101
,,120.614,-1.#QNAN,b1101
,,120.616,-1.#QNAN,b1101
,,120.619,-1.#QNAN,b1101
,,120.621,-1.#QNAN,b1101
,,120.624,-1.#QNAN,b1101
,,120.626,-1.#QNAN,b1101
,,120.629,-1.#QNAN,b1101
,,120.631,-1.#QNAN,b1101
,,120.634,-1.#QNAN,b1101
,,120.636,-1.#QNAN,b1101
,,120.639,-1.#QNAN,b1101
,,120.641,-1.#QNAN,b1101
,,120.644,-1.#QNAN,b1101
,,120.646,-1.#QNAN,b1101
,,120.649,-1.#QNAN,b1101
,,120.651,-1.#QNAN,b1101
,,120.654,-1.#QNAN,b1101
,,120.656,-1.#QNAN,b1101
,,120.659,-1.#QNAN,b1101
,,120.661,-1.#QNAN,b1101
,,120.664,-1.#QNAN,b1101
,,120.666,-1.#QNAN,b1101
,,120.669,-1.#QNAN,b1101
,,120.671,-1.#QNAN,b1101
,,120.674,-1.#QNAN,b1101
,,120.676,-1.#QNAN,b1101
,,120.679,-1.#QNAN,b1101
,,120.681,-1.#QNAN,b1101
,,120.684,-1.#QNAN,b1101
,,120.686,-1.#QNAN,b1101
,,120.689,-1.#QNAN,b1101
,,120.691,-1.#QNAN,b1101
,,120.694,-1.#QNAN,b1101
,,120.696,-1.#QNAN,b1101
,,120.699,-1.#QNAN,b1101
,,120.701,-1.#QNAN,b1101
,,120.704,-1.#QNAN,b1101
,,120.706,-1.#QNAN,b1101
,,120.709,-1.#QNAN,b1101
,,120.711,-1.#QNAN,b1101
,,120.714,-1.#QNAN,b1101
,,120.716,-1.#QNAN,b1101
,,120.719,-1.#QNAN,b1101
,,120.721,-1.#QNAN,b1101
,,120.724,-1.#QNAN,b1101
,,120.726,-1.#QNAN,b1101
,,120.729,-1.#QNAN,b1101
,,120.731,-1.#QNAN,b1101
,,120.734,-1.#QNAN,b1101
,,120.736,-1.#QNAN,b1101
,,120.739,-1.#QNAN,b1101
,,120.741,-1.#QNAN,b1101
,,120.744,-1.#QNAN,b1101
,,120.746,-1.#QNAN,b1101
,,120.749,-1.#QNAN,b1101
,,120.751,-1.#QNAN,b1101
,,120.754,-1.#QNAN,b1101
,,120.756,-1.#QNAN,b1101
,,120.759,-1.#QNAN,b1101
,,120.761,-1.#QNAN,b1101
,,120.764,-1.#QNAN,b1101
,,120.766,-1.#QNAN,b1101
,,120.769,-1.#QNAN,b1101
,,120.771,-1.#QNAN,b1101
,,120.774,-1.#QNAN,b1101
,,120.776,-1.#QNAN,b1101
,,120.779,-1.#QNAN,b1101
,,120.781,-1.#QNAN,b1101
,,120.784,-1.#QNAN,b1101
,,120.786,-1.#QNAN,b1101
,,120.789,-1.#QNAN,b1101
,,120.791,-1.#QNAN,b1101
,,120.794,-1.#QNAN,b1101
,,120.796,-1.#QNAN,b1101
,,120.799,-1.#QNAN,b1101
,,120.801,-1.#QNAN,b1101
,,120.804,-1.#QNAN,b1101
,,120.806,-1.#QNAN,b1101
,,120.809,-1.#QNAN,b1101
,,120.811,-1.#QNAN,b1101
,,120.814,-1.#QNAN,b1101
,,120.816,-1.#QNAN,b1101
,,120.819,-1.#QNAN,b1101
,,120.821,-1.#QNAN,b1101
,,120.824,-1.#QNAN,b1101
,,120.826,-1.#QNAN,b1101
,,120.829,-1.#QNAN,b1101
,,120.831,-1.#QNAN,b1101
,,120.834,-1.#QNAN,b1101
,,120.836,-1.#QNAN,b1101
,,120.839,-1.#QNAN,b1101
,,120.841,-1.#QNAN,b1101
,,120.844,-1.#QNAN,b1101
,,120.846,-1.#QNAN,b1101
,,120.849,-1.#QNAN,b1101
,,120.851,-1.#QNAN,b1101
,,120.854,-1.#QNAN,b1101
,,120.856,-1.#QNAN,b1101
,,120.859,-1.#QNAN,b1101
,,120.861,-1.#QNAN,b1101
,,120.864,-1.#QNAN,b1101
,,120.866,-1.#QNAN,b1101
,,120.869,-1.#QNAN,b1101
,,120.871,-1.#QNAN,b1101
,,120.874,-1.#QNAN,b1101
,,120.876,-1.#QNAN,b1101
,,120.879,-1.#QNAN,b1101
,,120.881,-1.#QNAN,b1101
,,120.884,-1.#QNAN,b1101
,,120.886,-1.#QNAN,b1101
,,120.889,-1.#QNAN,b1101
,,120.891,-1.#QNAN,b1101
,,120.894,-1.#QNAN,b1101
,,120.896,-1.#QNAN,b1101
,,120.899,-1.#QNAN,b1101
,,120.901,-1.#QNAN,b1101
,,120.904,-1.#QNAN,b1101
,,120.906,-1.#QNAN,b1101
,,120.909,-1.#QNAN,b1101
,,120.911,-1.#QNAN,b1101
,,120.914,-1.#QNAN,b1101
,,120.916,-1.#QNAN,b1101
,,120.919,-1.#QNAN,b1101
,,120.921,-1.#QNAN,b1101
,,120.924,-1.#QNAN,b1101
,,120.926,-1.#QNAN,b1101
,,120.929,-1.#QNAN,b1101
,,120.931,-1.#QNAN,b1101
,,120.934,-1.#QNAN,b1101
,,120.936,-1.#QNAN,b1101
,,120.939,-1.#QNAN,b1101
,,120.941,-1.#QNAN,b1101
,,120.944,-1.#QNAN,b1101
,,120.946,-1.#QNAN,b1101
,,120.949,-1.#QNAN,b1101
,,120.951,-1.#QNAN,b1101
,,120.954,-1.#QNAN,b1101
,,120.956,-1.#QNAN,b1101
,,120.959,-1.#QNAN,b1101
,,120.961,-1.#QNAN,b1101
,,120.964,-1.#QNAN,b1101
,,120.966,-1.#QNAN,b1101
,,120.969,-1.#QNAN,b1101
,,120.971,-1.#QNAN,b1101
,,120.974,-1.#QNAN,b1101
,,120.976,-1.#QNAN,b1101
,,120.979,-1.#QNAN,b1101
,,120.981,-1.#QNAN,b1101
,,120.984,-1.#QNAN,b1101
,,120.986,-1.#QNAN,b1101
,,120.989,-1.#QNAN,b1101
,,120.991,-1.#QNAN,b1101
,,120.994,-1.#QNAN,b1101
,,120.996,-1.#QNAN,b1101
,,120.999,-1.#QNAN,b1101
,,121.001,-1.#QNAN,b1101
,,121.004,-1.#QNAN,b1101
,,121.006,-1.#QNAN,b1101
,,121.009,-1.#QNAN,b1101
,,121.011,-1.#QNAN,b1101
,,121.014,-1.#QNAN,b1101
,,121.016,-1.#QNAN,b1101
,,121.019,-1.#QNAN,b1101
,,121.021,-1.#QNAN,b1101
,,121.024,-1.#QNAN,b1101
,,121.026,-1.#QNAN,b1101
,,121.029,-1.#QNAN,b1101
,,121.031,-1.#QNAN,b1101
,,121.034,-1.#QNAN,b1101
,,121.036,-1.#QNAN,b1101
,,121.039,-1.#QNAN,b1101
,,121.041,-1.#QNAN,b1101
,,121.044,-1.#QNAN,b1101
,,121.046,-1.#QNAN,b1101
,,121.049,-1.#QNAN,b1101
,,121.051,-1.#QNAN,b1101
,,121.054,-1.#QNAN,b1101
,,121.056,-1.#QNAN,b1101
,,121.059,-1.#QNAN,b1101
,,121.061,-1.#QNAN,b1101
,,121.064,-1.#QNAN,b1101
,,121.066,-1.#QNAN,b1101
,,121.069,-1.#QNAN,b1101
,,121.071,-1.#QNAN,b1101
,,121.074,-1.#QNAN,b1101
,,121.076,-1.#QNAN,b1101
,,121.079,-1.#QNAN,b1101
,,121.081,-1.#QNAN,b1101
,,121.084,-1.#QNAN,b1101
,,121.086,-1.#QNAN,b1101
,,121.089,-1.#QNAN,b1101
,,121.091,-1.#QNAN,b1101
,,121.094,-1.#QNAN,b1101
,,121.096,-1.#QNAN,b1101
,,121.099,-1.#QNAN,b1101
,,121.101,-1.#QNAN,b1101
,,121.104,-1.#QNAN,b1101
,,121.106,-1.#QNAN,b1101
,,121.109,-1.#QNAN,b1101
,,121.111,-1.#QNAN,b1101
,,121.114,-1.#QNAN,b1101
,,121.116,-1.#QNAN,b1101
,,121.119,-1.#QNAN,b1101
,,121.121,-1.#QNAN,b1101
,,121.124,-1.#QNAN,b1101
,,121.126,-1.#QNAN,b1101
,,121.129,-1.#QNAN,b1101
,,121.131,-1.#QNAN,b1101
,,121.134,-1.#QNAN,b1101
,,121.136,-1.#QNAN,b1101
,,121.139,-1.#QNAN,b1101
,,121.141,-1.#QNAN,b1101
,,121.144,-1.#QNAN,b1101
,,121.146,-1.#QNAN,b1101
,,121.149,-1.#QNAN,b1101
,,121.151,-1.#QNAN,b1101
,,121.154,-1.#QNAN,b1101
,,121.156,-1.#QNAN,b1101
,,121.159,-1.#QNAN,b1101
,,121.161,-1.#QNAN,b1101
,,121.164,-1.#QNAN,b1101
,,121.166,-1.#QNAN,b1101
,,121.169,-1.#QNAN,b1101
,,121.171,-1.#QNAN,b1101
,,121.174,-1.#QNAN,b1101
,,121.176,-1.#QNAN,b1101
,,121.179,-1.#QNAN,b1101
,,121.181,-1.#QNAN,b1101
,,121.184,-1.#QNAN,b1101
,,121.186,-1.#QNAN,b1101
,,121.189,-1.#QNAN,b1101
,,121.191,-1.#QNAN,b1101
,,121.194,-1.#QNAN,b1101
,,121.196,-1.#QNAN,b1101
,,121.199,-1.#QNAN,b1101
,,121.201,-1.#QNAN,b1101
,,121.204,-1.#QNAN,b1101
,,121.206,-1.#QNAN,b1101
,,121.209,-1.#QNAN,b1101
,,121.211,-1.#QNAN,b1101
,,121.214,-1.#QNAN,b1101
,,121.216,-1.#QNAN,b1101
,,121.219,-1.#QNAN,b1101
,,121.221,-1.#QNAN,b1101
,,121.224,-1.#QNAN,b1101
,,121.226,-1.#QNAN,b1101
,,121.229,-1.#QNAN,b1101
,,121.231,-1.#QNAN,b1101
,,121.234,-1.#QNAN,b1101
,,121.236,-1.#QNAN,b1101
,,121.239,-1.#QNAN,b1101
,,121.241,-1.#QNAN,b1101
,,121.244,-1.#QNAN,b1101
,,121.246,-1.#QNAN,b1101
,,121.249,-1.#QNAN,b1101
,,121.251,-1.#QNAN,b1101
,,121.254,-1.#QNAN,b1101
,,121.256,-1.#QNAN,b1101
,,121.259,-1.#QNAN,b1101
,,121.261,-1.#QNAN,b1101
,,121.264,-1.#QNAN,b1101
,,121.266,-1.#QNAN,b1101
,,121.269,-1.#QNAN,b1101
,,121.271,-1.#QNAN,b1101
,,121.274,-1.#QNAN,b1101
,,121.276,-1.#QNAN,b1101
,,121.279,-1.#QNAN,b1101
,,121.281,-1.#QNAN,b1101
,,121.284,-1.#QNAN,b1101
,,121.286,-1.#QNAN,b1101
,,121.289,-1.#QNAN,b1101
,,121.291,-1.#QNAN,b1101
,,121.294,-1.#QNAN,b1101
,,121.296,-1.#QNAN,b1101
,,121.299,-1.#QNAN,b1101
,,121.301,-1.#QNAN,b1101
,,121.304,-1.#QNAN,b1101
,,121.306,-1.#QNAN,b1101
